round,test_accuracy,train_loss,uplink_bytes,learning_rate,usage_stab,usage_used,usage_topk,usage_interp0,usage_interp1,entropy,tau,top1_slot,top1_label,orth_active,mut_active
247,0.8736,0.0988,446958480,0.006099,0,0,5,0,5,0.6931,1.2876,2,topk,1,1
248,0.8712,0.1046,446958480,0.006087,0,1,6,3,0,0.8979,1.2876,2,topk,1,1
249,0.8736,0.0886,446958480,0.006074,0,4,1,5,0,0.9433,1.2876,3,interp0,1,1
250,0.8762,0.1154,446958480,0.006062,0,0,1,6,3,0.8979,1.2876,3,interp0,1,1
251,0.8741,0.0838,446958480,0.006050,0,3,6,1,0,0.8979,1.2876,2,topk,1,1
252,0.8737,0.1018,446958480,0.006038,0,4,5,0,1,0.9433,1.2876,2,topk,1,1
253,0.8740,0.0879,446958480,0.006026,0,3,6,1,0,0.8979,1.2876,2,topk,1,1
254,0.8735,0.0948,446958480,0.006014,0,1,4,4,1,1.1935,1.2876,2,topk,1,1
255,0.8724,0.1034,446958480,0.006002,0,2,2,0,6,0.9503,1.2876,4,interp1,1,1
256,0.8762,0.0964,446958480,0.005990,0,0,5,0,5,0.6931,1.2876,2,topk,1,1
257,0.8767,0.1125,446958480,0.005978,0,0,7,0,3,0.6109,1.2876,2,topk,1,1
258,0.8741,0.1110,446958480,0.005966,0,0,8,0,2,0.5004,1.2876,2,topk,1,1
259,0.8740,0.0805,446958480,0.005954,0,0,6,4,0,0.6730,1.2876,2,topk,1,1
260,0.8729,0.1431,446958480,0.005942,0,0,6,0,4,0.6730,1.2876,2,topk,1,1
261,0.8761,0.1151,446958480,0.005930,0,0,4,6,0,0.6730,1.2876,3,interp0,1,1
262,0.8758,0.0756,446958480,0.005918,0,0,5,5,0,0.6931,1.2876,2,topk,1,1
263,0.8737,0.1502,446958480,0.005907,0,0,3,0,7,0.6109,1.2876,4,interp1,1,1
264,0.8775,0.1263,446958480,0.005895,0,0,6,4,0,0.6730,1.2876,2,topk,1,1
265,0.8789,0.1038,446958480,0.005883,0,0,5,0,5,0.6931,1.2876,2,topk,1,1
266,0.8743,0.1307,446958480,0.005871,0,4,6,0,0,0.6730,1.2876,2,topk,1,1
267,0.8755,0.1033,446958480,0.005859,0,0,6,0,4,0.6730,1.2876,2,topk,1,1
268,0.8747,0.0892,446958480,0.005848,0,0,6,4,0,0.6730,1.2876,2,topk,1,1
269,0.8737,0.1102,446958480,0.005836,0,3,7,0,0,0.6109,1.2876,2,topk,1,1
270,0.8799,0.0802,446958480,0.005824,0,4,6,0,0,0.6730,1.2876,2,topk,1,1
271,0.8821,0.0818,446958480,0.005813,0,0,4,6,0,0.6730,1.2876,3,interp0,1,1
272,0.8847,0.1042,446958480,0.005801,0,1,7,0,2,0.8018,1.2876,2,topk,1,1
