round,test_accuracy,train_loss,uplink_bytes,learning_rate,usage_stab,usage_used,usage_topk,usage_interp0,usage_interp1,usage_interp2,usage_interp3,usage_orth0,usage_seed0,usage_seed1,entropy,tau,top1_slot,top1_label,orth_active,mut_active
68,0.7709,0.3479,446958480,0.008727,0,0,1,6,0,0,2,0,0,1,1.0889,1.8421,3,interp0,1,1
69,0.7465,0.4009,446958480,0.008710,0,0,1,1,0,0,0,0,3,5,1.1683,1.8421,9,seed1,1,1
70,0.7756,0.3798,446958480,0.008692,0,0,0,8,0,2,0,0,0,0,0.5004,1.8421,3,interp0,1,1
71,0.7741,0.4726,446958480,0.008675,0,2,0,0,0,0,0,0,2,6,0.9503,1.8421,9,seed1,1,1
72,0.7836,0.3422,446958480,0.008658,0,0,0,5,1,0,2,0,1,1,1.3592,1.8421,3,interp0,1,1
73,0.7851,0.4156,446958480,0.008640,0,0,0,1,2,0,0,0,2,5,1.2206,1.8421,9,seed1,1,1
74,0.7980,0.3249,446958480,0.008623,0,0,0,1,3,1,1,1,3,0,1.6434,1.8421,4,interp1,1,1
75,0.7889,0.3317,446958480,0.008606,0,1,2,1,0,1,3,0,0,2,1.6957,1.8421,6,interp3,1,1
76,0.7914,0.3274,446958480,0.008589,0,0,1,0,3,0,2,0,1,3,1.5048,1.8421,4,interp1,1,1
77,0.7875,0.3474,446958480,0.008571,0,0,0,2,3,0,2,3,0,0,1.3662,1.8421,4,interp1,1,1
78,0.7896,0.3421,446958480,0.008554,0,0,0,4,0,1,1,0,3,1,1.4185,1.8421,3,interp0,1,1
79,0.7883,0.3660,446958480,0.008537,0,1,0,2,1,3,1,0,2,0,1.6957,1.8421,5,interp2,1,1
80,0.7925,0.3263,446958480,0.008520,0,1,4,2,0,1,1,0,1,0,1.6094,1.8421,2,topk,1,1
81,0.7925,0.3745,446958480,0.008503,0,0,0,1,4,0,0,1,3,1,1.4185,1.8421,4,interp1,1,1
82,0.8027,0.3402,446958480,0.008486,0,0,0,3,0,5,2,0,0,0,1.0297,1.8421,5,interp2,1,1
83,0.8018,0.3529,446958480,0.008469,0,0,1,1,0,1,0,3,0,4,1.4185,1.8421,9,seed1,1,1
84,0.7870,0.3229,446958480,0.008452,0,0,0,0,3,0,1,2,3,1,1.5048,1.8421,4,interp1,1,1
85,0.8020,0.3372,446958480,0.008435,0,0,1,0,3,1,2,0,2,1,1.6957,1.8421,4,interp1,1,1
86,0.8025,0.3451,446958480,0.008418,0,0,0,1,0,1,4,1,1,2,1.6094,1.8421,6,interp3,1,1
87,0.8041,0.3437,446958480,0.008402,0,0,1,5,0,0,2,0,1,1,1.3592,1.8421,3,interp0,1,1
88,0.8036,0.3122,446958480,0.008385,0,0,0,1,0,0,4,0,2,3,1.2799,1.8421,6,interp3,1,1
89,0.7811,0.3083,446958480,0.008368,0,0,1,0,1,4,1,0,3,0,1.4185,1.8421,5,interp2,1,1
90,0.7884,0.3109,446958480,0.008351,0,0,0,1,3,1,1,0,2,2,1.6957,1.8421,4,interp1,1,1
91,0.8103,0.3237,446958480,0.008334,0,2,0,0,4,1,0,0,1,2,1.4708,1.8421,4,interp1,1,1
92,0.7951,0.2794,446958480,0.008318,0,0,0,1,6,0,2,0,1,0,1.0889,1.8421,4,interp1,1,1
93,0.8020,0.2839,446958480,0.008301,0,0,1,0,1,0,1,0,5,2,1.3592,1.8421,8,seed0,1,1
94,0.8193,0.2771,446958480,0.008285,0,0,4,4,0,0,0,0,1,1,1.1935,1.8421,2,topk,1,1
95,0.8060,0.2857,446958480,0.008268,1,1,0,1,0,4,0,2,0,1,1.6094,1.8421,5,interp2,1,1
96,0.8003,0.3091,446958480,0.008251,0,1,0,0,3,2,0,3,1,0,1.5048,1.8421,4,interp1,1,1
97,0.8080,0.2737,446958480,0.008235,0,0,0,4,1,2,0,2,0,1,1.4708,1.8421,3,interp0,1,1
98,0.8200,0.2912,446958480,0.008219,0,0,1,0,3,3,0,0,1,2,1.5048,1.8421,4,interp1,1,1
99,0.8224,0.2930,446958480,0.008202,0,1,0,0,3,0,1,1,1,3,1.6434,1.8421,4,interp1,1,1
100,0.8102,0.2604,446958480,0.008186,0,0,0,1,1,5,0,1,1,1,1.4979,1.8421,5,interp2,1,1
101,0.8141,0.3131,446958480,0.008169,0,3,1,1,4,0,1,0,0,0,1.4185,1.8421,4,interp1,1,1
102,0.8192,0.2705,446958480,0.008153,0,2,0,1,1,1,0,3,2,0,1.6957,1.8421,7,orth0,1,1
103,0.8249,0.2526,446958480,0.008137,0,0,0,3,0,1,0,2,2,2,1.5571,1.8421,3,interp0,1,1
104,0.8245,0.2534,446958480,0.008120,0,0,0,2,2,1,1,1,0,3,1.6957,1.8421,9,seed1,1,1
105,0.8218,0.2499,446958480,0.008104,0,0,0,2,3,0,3,0,2,0,1.3662,1.8421,4,interp1,1,1
106,0.8219,0.3179,446958480,0.008088,0,0,1,0,3,2,0,0,4,0,1.2799,1.8421,8,seed0,1,1
107,0.8119,0.2654,446958480,0.008072,0,0,0,1,2,3,0,0,0,4,1.2799,1.8421,9,seed1,1,1
108,0.8224,0.2500,446958480,0.008056,0,1,0,2,1,1,1,3,1,0,1.8344,1.8421,7,orth0,1,1
109,0.8179,0.2466,446958480,0.008039,0,0,0,4,0,0,2,0,0,4,1.0549,1.8421,3,interp0,1,1
110,0.8265,0.2704,446958480,0.008023,0,0,0,0,0,0,7,1,2,0,0.8018,1.8421,6,interp3,1,1
111,0.8281,0.2347,446958480,0.008007,0,1,1,0,0,3,1,0,1,3,1.6434,1.8421,5,interp2,1,1
112,0.8199,0.2738,446958480,0.007991,0,0,1,0,1,2,0,1,1,4,1.6094,1.8421,9,seed1,1,1
113,0.8226,0.2450,446958480,0.007975,0,0,0,0,2,2,1,2,3,0,1.5571,1.8421,8,seed0,1,1
114,0.8300,0.2500,446958480,0.007959,0,0,0,3,3,0,1,0,0,3,1.3138,1.8421,3,interp0,1,1
115,0.8276,0.2199,446958480,0.007944,0,1,0,0,0,0,1,4,2,2,1.4708,1.8421,7,orth0,1,1
116,0.8267,0.2174,446958480,0.007928,0,0,0,1,3,0,3,0,2,1,1.5048,1.8421,4,interp1,1,1
117,0.8248,0.2342,446958480,0.007912,0,0,0,1,1,1,4,1,0,2,1.6094,1.8421,6,interp3,1,1
118,0.8317,0.2391,446958480,0.007896,0,0,0,2,3,2,0,2,0,1,1.5571,1.8421,4,interp1,1,1
119,0.8131,0.2745,446958480,0.007880,0,0,0,2,3,0,0,0,2,3,1.3662,1.8421,4,interp1,1,1
120,0.8175,0.2659,446958480,0.007864,0,0,1,1,0,1,4,1,1,1,1.7481,1.8421,6,interp3,1,1
121,0.8146,0.2718,446958480,0.007849,0,0,1,4,0,0,5,0,0,0,0.9433,1.8421,6,interp3,1,1
122,0.8351,0.2702,446958480,0.007833,0,1,0,0,0,3,0,2,3,1,1.5048,1.8421,5,interp2,1,1
123,0.8306,0.2183,446958480,0.007817,0,0,0,2,2,1,1,2,1,1,1.8867,1.8421,3,interp0,1,0
124,0.8338,0.2309,446958480,0.007802,0,0,1,3,0,1,5,0,0,0,1.1683,1.8421,6,interp3,1,1
125,0.8350,0.2042,446958480,0.007786,0,2,0,1,0,1,0,2,0,4,1.4708,1.8421,9,seed1,1,1
126,0.8290,0.2363,446958480,0.007770,0,0,0,1,3,1,0,2,3,0,1.5048,1.8421,4,interp1,1,1
127,0.8178,0.2263,446958480,0.007755,0,0,1,2,0,3,2,0,2,0,1.5571,1.8421,5,interp2,1,1
128,0.8257,0.2601,446958480,0.007739,0,0,1,0,0,0,5,0,1,3,1.1683,1.8421,6,interp3,1,1
129,0.8287,0.2791,446958480,0.007724,0,1,0,0,4,1,0,0,4,0,1.1935,1.8421,4,interp1,1,1
130,0.8383,0.2046,446958480,0.007709,0,2,1,0,0,1,1,1,3,1,1.8344,1.8421,8,seed0,1,1
131,0.8274,0.1818,446958480,0.007693,0,0,0,0,3,3,0,1,3,0,1.3138,1.8421,4,interp1,1,1
132,0.8456,0.2239,446958480,0.007678,0,0,0,1,1,0,5,0,1,2,1.3592,1.8421,6,interp3,1,1
133,0.8351,0.2106,446958480,0.007662,0,1,0,1,0,2,4,0,1,1,1.6094,1.8421,6,interp3,1,1
134,0.8479,0.2306,446958480,0.007647,0,1,0,0,3,0,2,0,1,3,1.5048,1.8421,4,interp1,1,1
135,0.8419,0.2210,446958480,0.007632,0,0,0,2,2,2,1,2,0,1,1.7481,1.8421,3,interp0,1,1
136,0.8421,0.2228,446958480,0.007616,0,0,0,2,0,3,0,3,0,2,1.3662,1.8421,5,interp2,1,1
137,0.8420,0.1841,446958480,0.007601,0,0,1,1,2,1,0,2,0,3,1.6957,1.8421,9,seed1,1,1
138,0.8388,0.1784,446958480,0.007586,0,1,1,0,0,2,2,0,0,4,1.4708,1.8421,9,seed1,1,1
139,0.8348,0.2540,446958480,0.007571,0,0,0,2,3,1,1,2,1,0,1.6957,1.8421,4,interp1,1,1
140,0.8437,0.2537,446958480,0.007556,0,2,0,2,2,2,0,0,1,1,1.7481,1.8421,1,used,1,1
141,0.8518,0.2137,446958480,0.007541,1,0,2,2,0,1,2,0,0,2,1.7481,1.8421,2,topk,1,1
142,0.8372,0.2359,446958480,0.007526,0,0,1,2,2,0,1,3,1,0,1.6957,1.8421,7,orth0,1,1
143,0.8369,0.2404,446958480,0.007510,0,0,2,0,1,0,3,0,3,1,1.5048,1.8421,6,interp3,1,1
144,0.8434,0.2135,446958480,0.007495,0,0,0,0,4,0,2,0,1,3,1.2799,1.8421,4,interp1,1,1
145,0.8458,0.1811,446958480,0.007480,0,1,0,2,0,1,1,0,5,0,1.3592,1.8421,8,seed0,1,1
146,0.8407,0.1913,446958480,0.007466,0,0,1,5,0,0,2,2,0,0,1.2206,1.8421,3,interp0,1,1
147,0.8508,0.1840,446958480,0.007451,0,0,0,0,0,3,2,0,2,3,1.3662,1.8421,5,interp2,1,1
148,0.8522,0.1688,446958480,0.007436,0,0,3,1,1,1,1,1,0,2,1.8344,1.8421,2,topk,1,1
149,0.8500,0.2065,446958480,0.007421,0,0,1,0,2,1,2,0,3,1,1.6957,1.8421,8,seed0,1,1
150,0.8302,0.1807,446958480,0.007406,0,1,0,0,0,3,1,1,2,2,1.6957,1.8421,5,interp2,1,1
151,0.8410,0.1845,446958480,0.007391,0,0,0,2,3,1,1,0,2,1,1.6957,1.8421,4,interp1,1,1
152,0.8510,0.2191,446958480,0.007376,0,0,0,1,2,1,2,0,3,1,1.6957,1.8421,8,seed0,1,1
153,0.8560,0.2106,446958480,0.007362,0,0,0,4,1,0,1,0,2,2,1.4708,1.8421,3,interp0,1,1
154,0.8504,0.1983,446958480,0.007347,0,1,0,1,1,1,0,2,4,0,1.6094,1.8421,8,seed0,1,1
155,0.8455,0.1996,446958480,0.007332,0,3,4,1,0,0,1,0,0,1,1.4185,1.8421,2,topk,1,1
156,0.8499,0.2066,446958480,0.007318,0,0,1,1,0,4,1,0,2,1,1.6094,1.8421,5,interp2,1,1
157,0.8422,0.1754,446958480,0.007303,0,0,0,0,1,2,3,1,1,2,1.6957,1.8421,6,interp3,1,1
158,0.8545,0.1874,446958480,0.007288,0,0,1,1,4,1,0,0,0,3,1.4185,1.8421,4,interp1,1,1
159,0.8548,0.1505,446958480,0.007274,0,0,0,2,0,2,0,2,1,3,1.5571,1.8421,9,seed1,1,1
160,0.8487,0.1676,446958480,0.007259,0,0,0,3,4,1,2,0,0,0,1.2799,1.8421,4,interp1,1,1
161,0.8510,0.1895,446958480,0.007245,0,0,0,4,2,1,1,1,1,0,1.6094,1.8421,3,interp0,1,1
162,0.8542,0.1876,446958480,0.007230,0,0,0,1,3,4,0,0,1,1,1.4185,1.8421,5,interp2,1,1
163,0.8514,0.1761,446958480,0.007216,0,0,1,0,1,4,2,0,2,0,1.4708,1.8421,5,interp2,1,1
164,0.8586,0.1987,446958480,0.007201,0,0,1,0,3,0,3,1,1,1,1.6434,1.8421,4,interp1,1,1
165,0.8581,0.2049,446958480,0.007187,1,0,0,4,1,0,2,0,2,0,1.4708,1.8421,3,interp0,1,1
166,0.8514,0.2337,446958480,0.007172,0,0,0,0,2,0,1,5,1,1,1.3592,1.8421,7,orth0,1,1
167,0.8577,0.1646,446958480,0.007158,0,0,3,2,2,3,0,0,0,0,1.3662,1.8421,2,topk,1,1
168,0.8472,0.1439,446958480,0.007144,0,0,0,3,1,4,1,0,0,1,1.4185,1.8421,5,interp2,1,1
169,0.8565,0.1648,446958480,0.007130,0,0,0,4,0,4,0,0,2,0,1.0549,1.8421,3,interp0,1,1
170,0.8534,0.1549,446958480,0.007115,0,2,0,0,0,0,0,2,3,3,1.3662,1.8421,8,seed0,1,1
171,0.8499,0.1762,446958480,0.007101,0,0,0,0,2,1,2,2,2,1,1.7481,1.8421,4,interp1,1,1
172,0.8530,0.1987,446958480,0.007087,0,0,0,0,0,5,2,0,2,1,1.2206,1.8421,5,interp2,1,1
173,0.8607,0.1814,446958480,0.007073,0,0,0,0,2,5,0,0,3,0,1.0297,1.8421,5,interp2,1,1
174,0.8597,0.1601,446958480,0.007059,0,0,0,0,2,1,1,3,2,1,1.6957,1.8421,7,orth0,1,1
175,0.8565,0.1730,446958480,0.007044,0,0,1,2,3,1,0,1,1,1,1.8344,1.8421,4,interp1,1,1
176,0.8583,0.2095,446958480,0.007030,0,1,1,0,0,6,0,0,1,1,1.2275,1.8421,5,interp2,1,1
177,0.8606,0.1559,446958480,0.007016,0,1,0,1,2,0,2,1,3,0,1.6957,1.8421,8,seed0,1,1
178,0.8615,0.1487,446958480,0.007002,0,1,0,6,0,0,0,0,0,3,0.8979,1.8421,3,interp0,1,1
179,0.8547,0.1267,446958480,0.006988,0,1,0,0,0,0,2,4,3,0,1.2799,1.8421,7,orth0,1,1
180,0.8553,0.1408,446958480,0.006974,0,0,1,4,3,0,0,0,0,2,1.2799,1.8421,3,interp0,1,1
181,0.8569,0.1551,446958480,0.006960,0,0,0,2,3,2,0,0,1,2,1.5571,1.8421,4,interp1,1,1
182,0.8585,0.1397,446958480,0.006946,0,0,1,0,0,2,3,0,1,3,1.5048,1.8421,6,interp3,1,1
183,0.8524,0.1768,446958480,0.006932,0,2,0,1,0,6,0,0,1,0,1.0889,1.8421,5,interp2,1,1
184,0.8584,0.1609,446958480,0.006919,0,1,0,3,0,0,4,0,0,2,1.2799,1.8421,6,interp3,1,1
185,0.8555,0.1792,446958480,0.006905,0,0,0,1,0,2,3,0,1,3,1.5048,1.8421,6,interp3,1,1
186,0.8632,0.1595,446958480,0.006891,0,3,0,2,2,0,0,0,3,0,1.3662,1.8421,1,used,1,1
187,0.8685,0.1504,446958480,0.006877,0,0,0,1,1,0,2,0,3,3,1.5048,1.8421,8,seed0,1,1
188,0.8566,0.1588,446958480,0.006863,0,0,2,2,0,1,1,0,1,3,1.6957,1.8421,9,seed1,1,1
189,0.8555,0.1449,446958480,0.006850,0,0,0,2,0,1,0,1,5,1,1.3592,1.8421,8,seed0,1,1
190,0.8632,0.1547,446958480,0.006836,0,0,0,1,1,2,1,0,4,1,1.6094,1.8421,8,seed0,1,1
191,0.8615,0.1493,446958480,0.006822,0,0,3,2,1,3,1,0,0,0,1.5048,1.8421,2,topk,1,1
192,0.8677,0.1600,446958480,0.006809,0,0,0,4,1,3,0,2,0,0,1.2799,1.8421,3,interp0,1,1
193,0.8711,0.1382,446958480,0.006795,0,0,0,0,4,0,3,0,3,0,1.0889,1.8421,4,interp1,1,1
194,0.8627,0.1203,446958480,0.006781,0,0,0,4,2,0,0,0,0,4,1.0549,1.8421,3,interp0,1,1
195,0.8689,0.1444,446958480,0.006768,0,0,0,3,0,0,0,1,3,3,1.3138,1.8421,3,interp0,1,1
196,0.8598,0.1217,446958480,0.006754,0,0,0,0,2,3,2,0,1,2,1.5571,1.8421,5,interp2,1,1
197,0.8652,0.1411,446958480,0.006741,0,0,2,4,2,0,2,0,0,0,1.3322,1.8421,3,interp0,1,1
198,0.8680,0.1336,446958480,0.006727,0,0,0,3,1,2,1,0,2,1,1.6957,1.8421,3,interp0,1,1
199,0.8654,0.1375,446958480,0.006714,0,0,0,1,1,0,5,0,2,1,1.3592,1.8421,6,interp3,1,1
200,0.8663,0.1393,446958480,0.006701,0,2,1,0,1,1,2,1,0,2,1.8867,1.8421,1,used,1,0
201,0.8639,0.1540,446958480,0.006687,0,0,0,2,1,1,3,0,0,3,1.5048,1.8421,6,interp3,1,1
202,0.8680,0.1416,446958480,0.006674,0,0,0,4,1,0,0,0,4,1,1.1935,1.8421,3,interp0,1,1
203,0.8571,0.1546,446958480,0.006660,0,0,0,0,3,0,0,0,4,3,1.0889,1.8421,8,seed0,1,1
204,0.8651,0.1405,446958480,0.006647,0,0,0,0,2,1,0,2,4,1,1.4708,1.8421,8,seed0,1,1
205,0.8673,0.1267,446958480,0.006634,0,1,0,2,2,2,1,0,0,2,1.7481,1.8421,3,interp0,1,1
206,0.8672,0.1348,446958480,0.006621,0,1,0,3,0,1,2,0,1,2,1.6957,1.8421,3,interp0,1,1
207,0.8699,0.1401,446958480,0.006607,0,0,0,1,2,2,0,2,2,1,1.7481,1.8421,4,interp1,1,1
208,0.8701,0.1165,446958480,0.006594,0,0,0,1,5,0,4,0,0,0,0.9433,1.8421,4,interp1,1,1
209,0.8642,0.1321,446958480,0.006581,0,0,0,1,6,0,0,0,2,1,1.0889,1.8421,4,interp1,1,1
210,0.8533,0.1600,446958480,0.006568,0,0,1,0,0,0,3,1,2,3,1.5048,1.8421,6,interp3,1,1
211,0.8737,0.1411,446958480,0.006555,0,0,1,3,3,0,0,0,2,1,1.5048,1.8421,3,interp0,1,1
212,0.8716,0.1337,446958480,0.006541,0,1,0,0,3,2,0,0,1,3,1.5048,1.8421,4,interp1,1,1
213,0.8736,0.1324,446958480,0.006528,0,1,0,0,2,1,0,2,1,3,1.6957,1.8421,9,seed1,1,1
214,0.8749,0.1386,446958480,0.006515,0,3,2,2,0,0,1,0,1,1,1.6957,1.8421,1,used,1,1
215,0.8712,0.1294,446958480,0.006502,0,1,1,2,0,1,3,0,1,1,1.8344,1.8421,6,interp3,1,1
216,0.8683,0.1247,446958480,0.006489,0,0,0,3,1,1,2,0,1,2,1.6957,1.8421,3,interp0,1,1
217,0.8628,0.1589,446958480,0.006476,0,0,0,2,1,4,2,0,1,0,1.4708,1.8421,5,interp2,1,1
218,0.8674,0.1661,446958480,0.006463,0,0,1,0,2,0,0,1,5,1,1.3592,1.8421,8,seed0,1,1
219,0.8790,0.1251,446958480,0.006450,0,1,1,1,2,0,0,1,2,2,1.8867,1.8421,4,interp1,1,0
220,0.8755,0.1274,446958480,0.006438,0,0,1,1,0,1,1,1,3,2,1.8344,1.8421,8,seed0,1,1
221,0.8755,0.1376,446958480,0.006425,0,0,0,3,2,0,3,1,1,0,1.5048,1.8421,3,interp0,1,1
222,0.8683,0.1081,446958480,0.006412,0,2,0,2,0,3,0,2,1,0,1.5571,1.8421,5,interp2,1,1
223,0.8752,0.1230,446958480,0.006399,0,0,0,3,1,0,0,1,3,2,1.5048,1.8421,3,interp0,1,1
224,0.8747,0.1314,446958480,0.006386,0,0,1,1,1,3,1,0,3,0,1.6434,1.8421,5,interp2,1,1
225,0.8733,0.1331,446958480,0.006373,0,1,0,0,1,4,1,0,3,0,1.4185,1.8421,5,interp2,1,1
