round,test_accuracy,train_loss,uplink_bytes,learning_rate,usage_stab,usage_used,usage_topk,usage_interp0,usage_interp1,entropy,tau,top1_slot,top1_label,orth_active,mut_active
47,0.3429,0.8456,446958480,0.009102,0,6,2,2,0,0.9503,1.2876,1,used,1,1
48,0.4360,0.6863,446958480,0.009084,0,1,8,1,0,0.6390,1.2876,2,topk,1,1
49,0.3144,0.8380,446958480,0.009066,2,7,1,0,0,0.8018,1.2876,1,used,1,1
50,0.4097,0.7328,446958480,0.009047,1,4,1,1,3,1.4185,1.2876,1,used,1,0
51,0.4090,0.7331,446958480,0.009029,3,1,2,3,1,1.5048,1.2876,0,stab,1,0
52,0.3441,1.1206,446958480,0.009011,0,2,3,3,2,1.3662,1.2876,2,topk,1,0
53,0.2889,0.9128,446958480,0.008993,0,4,3,0,3,1.0889,1.2876,1,used,1,1
54,0.3690,0.7858,446958480,0.008975,3,2,1,3,1,1.5048,1.2876,0,stab,1,0
55,0.4887,0.7217,446958480,0.008957,1,2,6,0,1,1.0889,1.2876,2,topk,1,1
56,0.4753,0.3886,446958480,0.008939,0,5,5,0,0,0.6931,1.2876,1,used,1,1
57,0.4851,0.7823,446958480,0.008922,4,0,5,1,0,0.9433,1.2876,2,topk,1,1
58,0.4560,0.5746,446958480,0.008904,2,0,4,2,2,1.3322,1.2876,2,topk,1,0
59,0.4790,0.5784,446958480,0.008886,0,2,5,1,2,1.2206,1.2876,2,topk,1,1
60,0.5034,0.4884,446958480,0.008868,0,5,1,2,2,1.2206,1.2876,1,used,1,1
61,0.5169,0.7369,446958480,0.008850,1,2,0,5,2,1.2206,1.2876,3,interp0,1,1
62,0.4994,0.4986,446958480,0.008833,3,3,2,1,1,1.5048,1.2876,0,stab,1,0
63,0.4877,0.5340,446958480,0.008815,0,6,2,2,0,0.9503,1.2876,1,used,1,1
64,0.5203,0.5599,446958480,0.008797,1,0,3,2,4,1.2799,1.2876,4,interp1,1,1
65,0.4789,0.5848,446958480,0.008780,1,1,2,6,0,1.0889,1.2876,3,interp0,1,1
66,0.4025,0.3872,446958480,0.008762,1,3,0,3,3,1.3138,1.2876,1,used,1,0
67,0.5020,0.3966,446958480,0.008745,0,2,3,4,1,1.2799,1.2876,3,interp0,1,1
68,0.3751,0.4088,446958480,0.008727,2,2,0,2,4,1.3322,1.2876,4,interp1,1,0
69,0.4493,0.6648,446958480,0.008710,1,1,3,3,2,1.5048,1.2876,2,topk,1,0
70,0.5042,0.5766,446958480,0.008692,0,3,2,3,2,1.3662,1.2876,1,used,1,0
71,0.4324,0.7229,446958480,0.008675,2,1,2,1,4,1.4708,1.2876,4,interp1,1,0
72,0.4272,0.6624,446958480,0.008658,0,3,3,1,3,1.3138,1.2876,1,used,1,0
73,0.5407,0.8359,446958480,0.008640,0,2,1,4,3,1.2799,1.2876,3,interp0,1,1
74,0.3413,0.6924,446958480,0.008623,1,0,3,3,3,1.3138,1.2876,2,topk,1,0
75,0.4752,0.5892,446958480,0.008606,1,5,0,3,1,1.1683,1.2876,1,used,1,1
76,0.3276,0.6105,446958480,0.008589,1,0,5,2,2,1.2206,1.2876,2,topk,1,1
77,0.5668,0.7746,446958480,0.008571,0,4,2,4,0,1.0549,1.2876,1,used,1,1
78,0.5923,0.6053,446958480,0.008554,2,1,1,5,1,1.3592,1.2876,3,interp0,1,0
79,0.5425,0.4039,446958480,0.008537,1,0,5,4,0,0.9433,1.2876,2,topk,1,1
80,0.5119,0.5796,446958480,0.008520,2,3,5,0,0,1.0297,1.2876,2,topk,1,1
81,0.5330,0.4854,446958480,0.008503,0,3,4,3,0,1.0889,1.2876,2,topk,1,1
82,0.5489,0.5824,446958480,0.008486,3,0,5,1,1,1.1683,1.2876,2,topk,1,1
83,0.4771,0.7298,446958480,0.008469,0,2,3,1,4,1.2799,1.2876,4,interp1,1,1
84,0.5385,0.5400,446958480,0.008452,1,2,2,2,3,1.5571,1.2876,4,interp1,1,0
85,0.5797,0.4802,446958480,0.008435,1,1,2,5,1,1.3592,1.2876,3,interp0,1,0
86,0.5664,0.4696,446958480,0.008418,0,1,6,3,0,0.8979,1.2876,2,topk,1,1
87,0.4659,0.5457,446958480,0.008402,0,3,7,0,0,0.6109,1.2876,2,topk,1,1
88,0.4096,0.5972,446958480,0.008385,0,8,2,0,0,0.5004,1.2876,1,used,1,1
89,0.5614,0.6329,446958480,0.008368,0,5,5,0,0,0.6931,1.2876,1,used,1,1
90,0.4642,0.5545,446958480,0.008351,8,0,1,1,0,0.6390,1.2876,0,stab,1,1
91,0.5963,0.5668,446958480,0.008334,0,3,3,3,1,1.3138,1.2876,1,used,1,0
92,0.5475,0.4735,446958480,0.008318,0,0,6,1,3,0.8979,1.2876,2,topk,1,1
93,0.5552,0.6930,446958480,0.008301,1,0,7,1,1,0.9404,1.2876,2,topk,1,1
94,0.3762,0.3599,446958480,0.008285,0,1,2,6,1,1.0889,1.2876,3,interp0,1,1
95,0.3530,0.9910,446958480,0.008268,0,2,5,2,1,1.2206,1.2876,2,topk,1,1
96,0.4769,0.5757,446958480,0.008251,0,3,2,4,1,1.2799,1.2876,3,interp0,1,1
97,0.5220,0.6505,446958480,0.008235,2,4,1,0,3,1.2799,1.2876,1,used,1,1
98,0.5847,0.4124,446958480,0.008219,0,0,2,7,1,0.8018,1.2876,3,interp0,1,1
99,0.5991,0.3450,446958480,0.008202,0,0,4,1,5,0.9433,1.2876,4,interp1,1,1
100,0.5516,0.7861,446958480,0.008186,4,3,2,1,0,1.2799,1.2876,0,stab,1,1
101,0.6320,0.4246,446958480,0.008169,0,1,4,0,5,0.9433,1.2876,4,interp1,1,1
102,0.5139,0.4293,446958480,0.008153,1,0,4,2,3,1.2799,1.2876,2,topk,1,1
103,0.4799,0.4735,446958480,0.008137,1,0,3,4,2,1.2799,1.2876,3,interp0,1,1
104,0.4781,0.7648,446958480,0.008120,0,2,6,1,1,1.0889,1.2876,2,topk,1,1
105,0.5427,0.4869,446958480,0.008104,0,3,0,1,6,0.8979,1.2876,4,interp1,1,1
106,0.4977,0.5386,446958480,0.008088,0,3,4,3,0,1.0889,1.2876,2,topk,1,1
107,0.6139,0.5040,446958480,0.008072,0,0,3,1,6,0.8979,1.2876,4,interp1,1,1
108,0.6238,0.3626,446958480,0.008056,0,2,2,3,3,1.3662,1.2876,3,interp0,1,0
109,0.5943,0.3789,446958480,0.008039,0,1,4,3,2,1.2799,1.2876,2,topk,1,1
110,0.5456,0.5716,446958480,0.008023,0,1,4,5,0,0.9433,1.2876,3,interp0,1,1
111,0.6215,0.5889,446958480,0.008007,0,2,6,0,2,0.9503,1.2876,2,topk,1,1
112,0.6245,0.5156,446958480,0.007991,0,2,4,0,4,1.0549,1.2876,2,topk,1,1
113,0.5364,0.4087,446958480,0.007975,0,0,5,3,2,1.0297,1.2876,2,topk,1,1
114,0.6053,0.4773,446958480,0.007959,1,6,2,0,1,1.0889,1.2876,1,used,1,1
115,0.6029,0.3214,446958480,0.007944,1,0,2,4,3,1.2799,1.2876,3,interp0,1,1
116,0.4124,0.4647,446958480,0.007928,0,0,3,2,5,1.0297,1.2876,4,interp1,1,1
117,0.4755,0.8519,446958480,0.007912,0,4,4,0,2,1.0549,1.2876,1,used,1,1
118,0.6281,0.8773,446958480,0.007896,1,4,5,0,0,0.9433,1.2876,2,topk,1,1
119,0.4279,0.6125,446958480,0.007880,0,5,3,2,0,1.0297,1.2876,1,used,1,1
120,0.4627,0.4104,446958480,0.007864,0,3,4,1,2,1.2799,1.2876,2,topk,1,1
121,0.6009,0.7306,446958480,0.007849,0,1,3,0,6,0.8979,1.2876,4,interp1,1,1
122,0.6251,0.5311,446958480,0.007833,0,3,5,0,2,1.0297,1.2876,2,topk,1,1
123,0.6031,0.3952,446958480,0.007817,0,4,4,0,2,1.0549,1.2876,1,used,1,1
124,0.5136,0.4525,446958480,0.007802,0,0,4,1,5,0.9433,1.2876,4,interp1,1,1
125,0.4868,0.7102,446958480,0.007786,0,5,4,0,1,0.9433,1.2876,1,used,1,1
126,0.5432,0.4430,446958480,0.007770,0,7,2,0,1,0.8018,1.2876,1,used,1,1
127,0.5833,0.4686,446958480,0.007755,0,1,1,5,3,1.1683,1.2876,3,interp0,1,1
128,0.6756,0.4125,446958480,0.007739,0,6,2,2,0,0.9503,1.2876,1,used,1,1
129,0.5339,0.3501,446958480,0.007724,0,1,5,4,0,0.9433,1.2876,2,topk,1,1
130,0.5250,0.5649,446958480,0.007709,1,1,7,0,1,0.9404,1.2876,2,topk,1,1
131,0.5940,0.6379,446958480,0.007693,3,0,3,4,0,1.0889,1.2876,3,interp0,1,1
132,0.6195,0.4639,446958480,0.007678,1,2,4,0,3,1.2799,1.2876,2,topk,1,1
133,0.3922,0.5157,446958480,0.007662,0,1,4,4,1,1.1935,1.2876,2,topk,1,1
134,0.4305,0.6160,446958480,0.007647,0,6,2,0,2,0.9503,1.2876,1,used,1,1
135,0.6265,0.4898,446958480,0.007632,3,0,4,0,3,1.0889,1.2876,2,topk,1,1
136,0.4892,0.3846,446958480,0.007616,0,3,4,0,3,1.0889,1.2876,2,topk,1,1
137,0.4593,1.3824,446958480,0.007601,0,0,4,3,3,1.0889,1.2876,2,topk,1,1
138,0.7087,0.8180,446958480,0.007586,1,0,7,0,2,0.8018,1.2876,2,topk,1,1
139,0.7347,0.3348,446958480,0.007571,2,0,5,3,0,1.0297,1.2876,2,topk,1,1
140,0.5673,0.3146,446958480,0.007556,1,0,3,1,5,1.1683,1.2876,4,interp1,1,1
141,0.6013,0.2193,446958480,0.007541,3,1,2,2,2,1.5571,1.2876,0,stab,1,0
142,0.6566,0.3309,446958480,0.007526,0,3,3,4,0,1.0889,1.2876,3,interp0,1,1
143,0.4352,0.3888,446958480,0.007510,0,0,6,1,3,0.8979,1.2876,2,topk,1,1
144,0.5947,0.5829,446958480,0.007495,0,0,8,2,0,0.5004,1.2876,2,topk,1,1
145,0.6673,0.3611,446958480,0.007480,0,0,4,0,6,0.6730,1.2876,4,interp1,1,1
146,0.6560,0.6641,446958480,0.007466,0,0,5,4,1,0.9433,1.2876,2,topk,1,1
147,0.5516,0.3711,446958480,0.007451,0,1,3,0,6,0.8979,1.2876,4,interp1,1,1
148,0.5115,0.4450,446958480,0.007436,0,3,5,2,0,1.0297,1.2876,2,topk,1,1
149,0.6787,0.7536,446958480,0.007421,0,4,4,0,2,1.0549,1.2876,1,used,1,1
150,0.6423,0.5266,446958480,0.007406,0,1,5,1,3,1.1683,1.2876,2,topk,1,1
151,0.6397,0.5420,446958480,0.007391,2,2,4,2,0,1.3322,1.2876,2,topk,1,0
152,0.5665,0.2506,446958480,0.007376,0,1,4,4,1,1.1935,1.2876,2,topk,1,1
153,0.5648,0.4515,446958480,0.007362,2,4,4,0,0,1.0549,1.2876,1,used,1,1
154,0.5696,0.3359,446958480,0.007347,1,0,3,3,3,1.3138,1.2876,2,topk,1,0
155,0.7326,0.4267,446958480,0.007332,0,0,3,3,4,1.0889,1.2876,4,interp1,1,1
156,0.7043,0.2828,446958480,0.007318,0,0,4,3,3,1.0889,1.2876,2,topk,1,1
157,0.5849,0.3875,446958480,0.007303,0,0,5,2,3,1.0297,1.2876,2,topk,1,1
158,0.6998,0.2674,446958480,0.007288,0,0,3,4,3,1.0889,1.2876,3,interp0,1,1
159,0.5047,0.6662,446958480,0.007274,0,1,4,0,5,0.9433,1.2876,4,interp1,1,1
160,0.5517,0.3923,446958480,0.007259,0,2,3,0,5,1.0297,1.2876,4,interp1,1,1
161,0.6234,0.3772,446958480,0.007245,0,0,3,2,5,1.0297,1.2876,4,interp1,1,1
162,0.5883,0.5239,446958480,0.007230,0,0,2,6,2,0.9503,1.2876,3,interp0,1,1
163,0.5646,0.6099,446958480,0.007216,0,0,5,3,2,1.0297,1.2876,2,topk,1,1
164,0.5368,0.5410,446958480,0.007201,0,4,4,2,0,1.0549,1.2876,1,used,1,1
165,0.5352,0.4105,446958480,0.007187,0,0,5,5,0,0.6931,1.2876,2,topk,1,1
166,0.5252,0.3500,446958480,0.007172,6,0,3,0,1,0.8979,1.2876,0,stab,1,1
167,0.7214,0.4717,446958480,0.007158,0,3,2,0,5,1.0297,1.2876,4,interp1,1,1
168,0.7116,0.5356,446958480,0.007144,0,0,3,3,4,1.0889,1.2876,4,interp1,1,1
169,0.6361,0.4177,446958480,0.007130,0,3,3,0,4,1.0889,1.2876,4,interp1,1,1
170,0.5915,0.2696,446958480,0.007115,0,0,4,1,5,0.9433,1.2876,4,interp1,1,1
171,0.4861,0.4262,446958480,0.007101,0,2,2,6,0,0.9503,1.2876,3,interp0,1,1
172,0.6153,0.3393,446958480,0.007087,3,2,3,0,2,1.3662,1.2876,0,stab,1,0
173,0.7349,0.5325,446958480,0.007073,0,0,3,5,2,1.0297,1.2876,3,interp0,1,1
174,0.6900,0.6161,446958480,0.007059,2,1,5,0,2,1.2206,1.2876,2,topk,1,1
175,0.7278,0.4093,446958480,0.007044,0,5,3,2,0,1.0297,1.2876,1,used,1,1
176,0.5093,0.4122,446958480,0.007030,0,0,4,3,3,1.0889,1.2876,2,topk,1,1
177,0.6559,0.6852,446958480,0.007016,0,1,5,3,1,1.1683,1.2876,2,topk,1,1
178,0.5963,0.4203,446958480,0.007002,0,2,2,5,1,1.2206,1.2876,3,interp0,1,1
179,0.7035,0.3694,446958480,0.006988,1,0,2,2,5,1.2206,1.2876,4,interp1,1,1
180,0.6082,0.3451,446958480,0.006974,0,2,3,2,3,1.3662,1.2876,2,topk,1,0
181,0.5836,0.3405,446958480,0.006960,0,2,3,2,3,1.3662,1.2876,2,topk,1,0
182,0.7018,0.3767,446958480,0.006946,1,0,5,2,2,1.2206,1.2876,2,topk,1,1
183,0.6750,0.2753,446958480,0.006932,0,4,2,0,4,1.0549,1.2876,1,used,1,1
184,0.5710,0.4962,446958480,0.006919,0,1,5,0,4,0.9433,1.2876,2,topk,1,1
185,0.6384,0.4252,446958480,0.006905,2,2,6,0,0,0.9503,1.2876,2,topk,1,1
186,0.5996,0.4003,446958480,0.006891,0,3,7,0,0,0.6109,1.2876,2,topk,1,1
187,0.6407,0.2943,446958480,0.006877,0,0,3,7,0,0.6109,1.2876,3,interp0,1,1
188,0.5912,0.2767,446958480,0.006863,0,0,6,4,0,0.6730,1.2876,2,topk,1,1
189,0.4606,0.3740,446958480,0.006850,4,0,6,0,0,0.6730,1.2876,2,topk,1,1
190,0.6725,0.2892,446958480,0.006836,0,0,3,4,3,1.0889,1.2876,3,interp0,1,1
191,0.6497,0.3108,446958480,0.006822,0,2,3,3,2,1.3662,1.2876,2,topk,1,0
192,0.5468,0.4776,446958480,0.006809,0,0,1,6,3,0.8979,1.2876,3,interp0,1,1
193,0.7103,0.3349,446958480,0.006795,0,6,1,0,3,0.8979,1.2876,1,used,1,1
194,0.5814,0.3190,446958480,0.006781,0,0,2,6,2,0.9503,1.2876,3,interp0,1,1
195,0.6763,0.5119,446958480,0.006768,2,1,3,4,0,1.2799,1.2876,3,interp0,1,1
196,0.7105,0.2455,446958480,0.006754,0,1,4,2,3,1.2799,1.2876,2,topk,1,1
197,0.6822,0.2965,446958480,0.006741,1,0,4,3,2,1.2799,1.2876,2,topk,1,1
198,0.6724,0.2579,446958480,0.006727,0,1,3,3,3,1.3138,1.2876,2,topk,1,0
199,0.6977,0.3583,446958480,0.006714,0,1,4,5,0,0.9433,1.2876,3,interp0,1,1
200,0.6676,0.4845,446958480,0.006701,0,0,4,0,6,0.6730,1.2876,4,interp1,1,1
201,0.7000,0.3026,446958480,0.006687,0,0,5,5,0,0.6931,1.2876,2,topk,1,1
202,0.6036,0.3068,446958480,0.006674,0,7,3,0,0,0.6109,1.2876,1,used,1,1
203,0.6895,0.4645,446958480,0.006660,0,7,3,0,0,0.6109,1.2876,1,used,1,1
204,0.6695,0.2383,446958480,0.006647,1,0,4,5,0,0.9433,1.2876,3,interp0,1,1
205,0.5217,0.3228,446958480,0.006634,0,1,6,0,3,0.8979,1.2876,2,topk,1,1
206,0.6204,0.5865,446958480,0.006621,0,0,2,2,6,0.9503,1.2876,4,interp1,1,1
207,0.6691,0.3867,446958480,0.006607,0,1,2,5,2,1.2206,1.2876,3,interp0,1,1
208,0.7375,0.3078,446958480,0.006594,0,2,5,1,2,1.2206,1.2876,2,topk,1,1
209,0.7202,0.4756,446958480,0.006581,0,4,3,3,0,1.0889,1.2876,1,used,1,1
210,0.6057,0.2972,446958480,0.006568,0,0,4,5,1,0.9433,1.2876,3,interp0,1,1
211,0.6567,0.2373,446958480,0.006555,0,0,5,2,3,1.0297,1.2876,2,topk,1,1
212,0.7219,0.3558,446958480,0.006541,0,1,3,6,0,0.8979,1.2876,3,interp0,1,1
213,0.7129,0.2588,446958480,0.006528,2,1,4,0,3,1.2799,1.2876,2,topk,1,1
214,0.6877,0.3786,446958480,0.006515,0,0,2,4,4,1.0549,1.2876,3,interp0,1,1
215,0.7733,0.2938,446958480,0.006502,2,0,2,1,5,1.2206,1.2876,4,interp1,1,1
216,0.7391,0.2457,446958480,0.006489,0,3,3,0,4,1.0889,1.2876,4,interp1,1,1
217,0.6956,0.2757,446958480,0.006476,3,0,3,1,3,1.3138,1.2876,0,stab,1,0
218,0.7330,0.3180,446958480,0.006463,1,2,2,4,1,1.4708,1.2876,3,interp0,1,0
219,0.6447,0.2894,446958480,0.006450,0,3,3,1,3,1.3138,1.2876,1,used,1,0
220,0.6407,0.2313,446958480,0.006438,3,3,3,0,1,1.3138,1.2876,0,stab,1,0
221,0.6763,0.3817,446958480,0.006425,0,2,5,1,2,1.2206,1.2876,2,topk,1,1
222,0.6025,0.3694,446958480,0.006412,1,1,4,4,0,1.1935,1.2876,2,topk,1,1
223,0.6865,0.2070,446958480,0.006399,1,2,1,3,3,1.5048,1.2876,3,interp0,1,0
224,0.7010,0.2439,446958480,0.006386,6,0,1,1,2,1.0889,1.2876,0,stab,1,1
225,0.7187,0.1693,446958480,0.006373,0,2,4,2,2,1.3322,1.2876,2,topk,1,0
226,0.5627,0.3477,446958480,0.006361,0,4,3,0,3,1.0889,1.2876,1,used,1,1
227,0.5935,0.2535,446958480,0.006348,1,4,5,0,0,0.9433,1.2876,2,topk,1,1
228,0.7354,0.2854,446958480,0.006335,1,3,5,1,0,1.1683,1.2876,2,topk,1,1
229,0.6488,0.2290,446958480,0.006323,0,2,3,1,4,1.2799,1.2876,4,interp1,1,1
230,0.6132,0.2269,446958480,0.006310,0,0,3,3,4,1.0889,1.2876,4,interp1,1,1
231,0.6583,0.2868,446958480,0.006297,0,2,4,0,4,1.0549,1.2876,2,topk,1,1
232,0.7118,0.3317,446958480,0.006285,0,1,8,1,0,0.6390,1.2876,2,topk,1,1
233,0.7212,0.2057,446958480,0.006272,0,2,4,2,2,1.3322,1.2876,2,topk,1,0
234,0.6820,0.2029,446958480,0.006260,1,3,5,0,1,1.1683,1.2876,2,topk,1,1
235,0.5502,0.2997,446958480,0.006247,0,0,7,3,0,0.6109,1.2876,2,topk,1,1
236,0.6654,0.3037,446958480,0.006235,0,0,5,5,0,0.6931,1.2876,2,topk,1,1
237,0.4830,0.5487,446958480,0.006222,0,0,5,5,0,0.6931,1.2876,2,topk,1,1
238,0.4687,0.6270,446958480,0.006210,0,5,4,0,1,0.9433,1.2876,1,used,1,1
239,0.6210,0.2682,446958480,0.006197,0,4,6,0,0,0.6730,1.2876,2,topk,1,1
240,0.6539,0.5740,446958480,0.006185,0,0,6,1,3,0.8979,1.2876,2,topk,1,1
241,0.6016,0.3400,446958480,0.006172,2,0,5,1,2,1.2206,1.2876,2,topk,1,1
242,0.7196,0.2719,446958480,0.006160,0,0,4,5,1,0.9433,1.2876,3,interp0,1,1
243,0.6981,0.3251,446958480,0.006148,0,2,5,3,0,1.0297,1.2876,2,topk,1,1
244,0.5891,0.3300,446958480,0.006136,0,2,5,2,1,1.2206,1.2876,2,topk,1,1
245,0.6046,0.3347,446958480,0.006123,0,0,2,7,1,0.8018,1.2876,3,interp0,1,1
246,0.7111,0.2537,446958480,0.006111,0,4,2,0,4,1.0549,1.2876,1,used,1,1
247,0.7304,0.2068,446958480,0.006099,0,2,2,1,5,1.2206,1.2876,4,interp1,1,1
248,0.7698,0.3799,446958480,0.006087,0,2,2,2,4,1.3322,1.2876,4,interp1,1,0
249,0.4988,0.2198,446958480,0.006074,0,3,1,0,6,0.8979,1.2876,4,interp1,1,1
250,0.6338,0.5152,446958480,0.006062,0,2,4,0,4,1.0549,1.2876,2,topk,1,1
251,0.6920,0.3738,446958480,0.006050,1,1,1,5,2,1.3592,1.2876,3,interp0,1,0
252,0.6795,0.3381,446958480,0.006038,0,1,2,5,2,1.2206,1.2876,3,interp0,1,1
253,0.6857,0.3733,446958480,0.006026,0,2,4,2,2,1.3322,1.2876,2,topk,1,0
254,0.7106,0.2723,446958480,0.006014,0,1,3,2,4,1.2799,1.2876,4,interp1,1,1
255,0.7465,0.4506,446958480,0.006002,0,1,2,3,4,1.2799,1.2876,4,interp1,1,1
256,0.7173,0.2149,446958480,0.005990,0,0,3,3,4,1.0889,1.2876,4,interp1,1,1
257,0.4623,0.3762,446958480,0.005978,0,2,6,2,0,0.9503,1.2876,2,topk,1,1
258,0.7467,0.3885,446958480,0.005966,0,2,3,4,1,1.2799,1.2876,3,interp0,1,1
259,0.6563,0.3327,446958480,0.005954,4,2,3,1,0,1.2799,1.2876,0,stab,1,1
260,0.7157,0.2478,446958480,0.005942,0,1,2,2,5,1.2206,1.2876,4,interp1,1,1
261,0.7642,0.2019,446958480,0.005930,2,2,4,1,1,1.4708,1.2876,2,topk,1,0
262,0.7380,0.1343,446958480,0.005918,0,0,2,4,4,1.0549,1.2876,3,interp0,1,1
263,0.7243,0.3018,446958480,0.005907,1,0,5,3,1,1.1683,1.2876,2,topk,1,1
264,0.6713,0.2242,446958480,0.005895,0,0,1,7,2,0.8018,1.2876,3,interp0,1,1
265,0.5823,0.4375,446958480,0.005883,0,0,2,6,2,0.9503,1.2876,3,interp0,1,1
266,0.7635,0.3093,446958480,0.005871,0,1,5,4,0,0.9433,1.2876,2,topk,1,1
267,0.7319,0.2353,446958480,0.005859,0,0,2,5,3,1.0297,1.2876,3,interp0,1,1
268,0.7570,0.2297,446958480,0.005848,2,0,2,2,4,1.3322,1.2876,4,interp1,1,0
269,0.7204,0.2087,446958480,0.005836,1,1,3,3,2,1.5048,1.2876,2,topk,1,0
270,0.6875,0.2652,446958480,0.005824,0,5,2,0,3,1.0297,1.2876,1,used,1,1
271,0.7227,0.2314,446958480,0.005813,0,0,5,2,3,1.0297,1.2876,2,topk,1,1
272,0.6343,0.2805,446958480,0.005801,0,0,1,8,1,0.6390,1.2876,3,interp0,1,1
273,0.7230,0.2671,446958480,0.005789,0,1,2,3,4,1.2799,1.2876,4,interp1,1,1
274,0.7255,0.3048,446958480,0.005778,0,5,2,0,3,1.0297,1.2876,1,used,1,1
