round,test_accuracy,train_loss,uplink_bytes,learning_rate
0,0.2063,1.8681,446958480,0.010000
1,0.2439,1.6634,446958480,0.009980
2,0.3130,1.6823,446958480,0.009960
3,0.3246,1.5174,446958480,0.009940
4,0.4015,1.5232,446958480,0.009920
5,0.3546,1.4334,446958480,0.009900
6,0.4097,1.4357,446958480,0.009881
7,0.4523,1.3240,446958480,0.009861
8,0.4787,1.1997,446958480,0.009841
9,0.4578,1.1442,446958480,0.009821
10,0.4834,1.1614,446958480,0.009802
11,0.4920,1.0704,446958480,0.009782
12,0.5258,1.0442,446958480,0.009763
13,0.5101,1.0962,446958480,0.009743
14,0.5159,0.9297,446958480,0.009724
15,0.5537,1.0037,446958480,0.009704
16,0.5767,0.9112,446958480,0.009685
17,0.5607,0.8494,446958480,0.009665
18,0.5725,0.8899,446958480,0.009646
19,0.5910,0.8267,446958480,0.009627
20,0.5925,0.7670,446958480,0.009608
21,0.6038,0.7412,446958480,0.009588
22,0.5537,0.9740,446958480,0.009569
23,0.6328,0.7578,446958480,0.009550
24,0.5928,0.7990,446958480,0.009531
25,0.6440,0.7094,446958480,0.009512
26,0.6464,0.7867,446958480,0.009493
27,0.6484,0.6888,446958480,0.009474
28,0.6687,0.6819,446958480,0.009455
29,0.6358,0.6913,446958480,0.009436
30,0.6686,0.6934,446958480,0.009417
31,0.6692,0.6189,446958480,0.009398
32,0.6495,0.6758,446958480,0.009379
33,0.6378,0.5631,446958480,0.009361
34,0.6887,0.7109,446958480,0.009342
35,0.6800,0.5546,446958480,0.009323
36,0.6805,0.6385,446958480,0.009305
37,0.6921,0.5284,446958480,0.009286
38,0.6858,0.5943,446958480,0.009267
39,0.7014,0.5104,446958480,0.009249
40,0.7164,0.4903,446958480,0.009230
41,0.7107,0.4461,446958480,0.009212
42,0.7286,0.4782,446958480,0.009194
43,0.7091,0.5286,446958480,0.009175
44,0.7067,0.5504,446958480,0.009157
45,0.7341,0.4582,446958480,0.009138
46,0.7086,0.5175,446958480,0.009120
47,0.7201,0.4903,446958480,0.009102
48,0.7175,0.5094,446958480,0.009084
49,0.7141,0.4746,446958480,0.009066
50,0.7166,0.5737,446958480,0.009047
51,0.7460,0.5282,446958480,0.009029
52,0.7392,0.4318,446958480,0.009011
53,0.7437,0.5768,446958480,0.008993
54,0.7470,0.4271,446958480,0.008975
55,0.7682,0.5125,446958480,0.008957
56,0.7291,0.3944,446958480,0.008939
57,0.7584,0.4444,446958480,0.008922
58,0.7664,0.3438,446958480,0.008904
59,0.7420,0.4930,446958480,0.008886
60,0.7686,0.4612,446958480,0.008868
61,0.7805,0.3908,446958480,0.008850
62,0.7612,0.4032,446958480,0.008833
63,0.7456,0.4188,446958480,0.008815
64,0.7723,0.4709,446958480,0.008797
65,0.7584,0.4070,446958480,0.008780
66,0.7553,0.3930,446958480,0.008762
67,0.7600,0.4062,446958480,0.008745
68,0.7851,0.3828,446958480,0.008727
69,0.7685,0.3671,446958480,0.008710
70,0.7824,0.3626,446958480,0.008692
71,0.7867,0.4740,446958480,0.008675
72,0.7962,0.3168,446958480,0.008658
73,0.7819,0.3659,446958480,0.008640
74,0.7904,0.3048,446958480,0.008623
75,0.7997,0.3265,446958480,0.008606
76,0.7983,0.3020,446958480,0.008589
77,0.7910,0.3142,446958480,0.008571
78,0.7906,0.3728,446958480,0.008554
79,0.7777,0.3560,446958480,0.008537
80,0.7783,0.3306,446958480,0.008520
81,0.7871,0.3315,446958480,0.008503
82,0.8141,0.3052,446958480,0.008486
83,0.7957,0.3302,446958480,0.008469
84,0.7972,0.2809,446958480,0.008452
85,0.8090,0.3068,446958480,0.008435
86,0.7999,0.2840,446958480,0.008418
87,0.7875,0.3106,446958480,0.008402
88,0.7943,0.3062,446958480,0.008385
89,0.7727,0.3090,446958480,0.008368
90,0.8035,0.2726,446958480,0.008351
91,0.8142,0.3066,446958480,0.008334
92,0.8046,0.2711,446958480,0.008318
93,0.7989,0.2793,446958480,0.008301
94,0.8136,0.2564,446958480,0.008285
95,0.8078,0.2651,446958480,0.008268
96,0.7921,0.2496,446958480,0.008251
97,0.8029,0.2283,446958480,0.008235
98,0.8047,0.2884,446958480,0.008219
99,0.8147,0.2601,446958480,0.008202
100,0.7891,0.2694,446958480,0.008186
101,0.8138,0.2399,446958480,0.008169
102,0.8313,0.2487,446958480,0.008153
