round,test_accuracy,train_loss,uplink_bytes,learning_rate
0,0.2149,1.8746,446958480,0.010000
1,0.2730,1.6475,446958480,0.009980
2,0.3316,1.6023,446958480,0.009960
3,0.3434,1.4778,446958480,0.009940
4,0.4070,1.4866,446958480,0.009920
5,0.4260,1.3955,446958480,0.009900
6,0.4555,1.3372,446958480,0.009881
7,0.4544,1.2597,446958480,0.009861
8,0.4834,1.2119,446958480,0.009841
9,0.4408,1.0927,446958480,0.009821
10,0.4674,1.1199,446958480,0.009802
11,0.4644,1.0674,446958480,0.009782
12,0.5118,1.1205,446958480,0.009763
13,0.5085,1.0709,446958480,0.009743
14,0.5202,0.9197,446958480,0.009724
15,0.5318,1.1526,446958480,0.009704
16,0.5649,0.8967,446958480,0.009685
17,0.5504,0.8726,446958480,0.009665
18,0.5734,0.8497,446958480,0.009646
19,0.6009,0.8889,446958480,0.009627
20,0.5651,0.8478,446958480,0.009608
21,0.6013,0.8001,446958480,0.009588
22,0.5573,0.8953,446958480,0.009569
23,0.6288,0.7913,446958480,0.009550
24,0.6289,0.7070,446958480,0.009531
25,0.6410,0.7688,446958480,0.009512
26,0.6467,0.7725,446958480,0.009493
27,0.6549,0.6269,446958480,0.009474
28,0.6645,0.7133,446958480,0.009455
29,0.6639,0.6200,446958480,0.009436
30,0.6682,0.8118,446958480,0.009417
31,0.6540,0.6167,446958480,0.009398
32,0.6314,0.6033,446958480,0.009379
33,0.6299,0.6126,446958480,0.009361
34,0.6842,0.8257,446958480,0.009342
35,0.6937,0.5591,446958480,0.009323
36,0.6888,0.5492,446958480,0.009305
37,0.7081,0.5251,446958480,0.009286
38,0.7089,0.5233,446958480,0.009267
39,0.7079,0.5109,446958480,0.009249
40,0.7210,0.5143,446958480,0.009230
41,0.7264,0.4788,446958480,0.009212
42,0.7325,0.4629,446958480,0.009194
43,0.7248,0.5137,446958480,0.009175
44,0.7251,0.5019,446958480,0.009157
45,0.7502,0.4862,446958480,0.009138
46,0.7341,0.4472,446958480,0.009120
47,0.7346,0.4823,446958480,0.009102
48,0.7212,0.5362,446958480,0.009084
49,0.7272,0.4487,446958480,0.009066
50,0.7350,0.4396,446958480,0.009047
51,0.7584,0.4047,446958480,0.009029
52,0.7436,0.3919,446958480,0.009011
53,0.7514,0.4673,446958480,0.008993
54,0.7489,0.4392,446958480,0.008975
55,0.7681,0.4301,446958480,0.008957
56,0.7522,0.3715,446958480,0.008939
57,0.7547,0.5003,446958480,0.008922
58,0.7653,0.3821,446958480,0.008904
59,0.7617,0.4544,446958480,0.008886
60,0.7709,0.4109,446958480,0.008868
61,0.7843,0.4704,446958480,0.008850
62,0.7749,0.3948,446958480,0.008833
63,0.7552,0.3763,446958480,0.008815
64,0.7844,0.3507,446958480,0.008797
65,0.7817,0.3786,446958480,0.008780
66,0.7783,0.3717,446958480,0.008762
67,0.7720,0.3610,446958480,0.008745
68,0.7810,0.3599,446958480,0.008727
69,0.7701,0.3815,446958480,0.008710
70,0.7867,0.3430,446958480,0.008692
71,0.7962,0.4320,446958480,0.008675
72,0.8024,0.3444,446958480,0.008658
73,0.7841,0.4208,446958480,0.008640
74,0.8039,0.3419,446958480,0.008623
75,0.7923,0.3209,446958480,0.008606
76,0.7960,0.3442,446958480,0.008589
77,0.7855,0.3499,446958480,0.008571
78,0.7945,0.3722,446958480,0.008554
79,0.7827,0.3890,446958480,0.008537
80,0.7966,0.3498,446958480,0.008520
81,0.7957,0.3363,446958480,0.008503
82,0.8149,0.2808,446958480,0.008486
83,0.8027,0.3534,446958480,0.008469
84,0.8030,0.2709,446958480,0.008452
85,0.8051,0.3512,446958480,0.008435
86,0.8089,0.3377,446958480,0.008418
87,0.8093,0.3331,446958480,0.008402
88,0.8089,0.2913,446958480,0.008385
89,0.7951,0.2656,446958480,0.008368
90,0.8029,0.2861,446958480,0.008351
91,0.8220,0.3235,446958480,0.008334
92,0.7997,0.3363,446958480,0.008318
93,0.8045,0.3741,446958480,0.008301
94,0.8174,0.2904,446958480,0.008285
95,0.8072,0.3114,446958480,0.008268
96,0.8071,0.2569,446958480,0.008251
97,0.8133,0.2404,446958480,0.008235
98,0.8223,0.2760,446958480,0.008219
99,0.8259,0.2865,446958480,0.008202
100,0.8178,0.2449,446958480,0.008186
101,0.8171,0.2705,446958480,0.008169
102,0.8242,0.3060,446958480,0.008153
103,0.8306,0.2553,446958480,0.008137
104,0.8338,0.2350,446958480,0.008120
105,0.8246,0.2348,446958480,0.008104
106,0.8239,0.2961,446958480,0.008088
107,0.8222,0.2363,446958480,0.008072
108,0.8338,0.2620,446958480,0.008056
109,0.8298,0.2409,446958480,0.008039
