round,test_accuracy,train_loss,uplink_bytes,learning_rate,usage_stab,usage_used,usage_topk,usage_interp0,usage_interp1,entropy,tau,top1_slot,top1_label,orth_active,mut_active
0,0.2081,1.8765,446958480,0.010000,1,3,1,3,2,1.5048,1.2876,1,used,1,0
1,0.2577,1.6522,446958480,0.009980,2,0,5,3,0,1.0297,1.2876,2,topk,1,1
2,0.3290,1.5969,446958480,0.009960,0,1,2,1,6,1.0889,1.2876,4,interp1,1,1
3,0.3460,1.4692,446958480,0.009940,0,10,0,0,0,0.0000,1.2876,1,used,1,1
4,0.4079,1.4482,446958480,0.009920,3,6,1,0,0,0.8979,1.2876,1,used,1,1
5,0.4290,1.3914,446958480,0.009900,0,0,9,0,1,0.3251,1.2876,2,topk,1,1
6,0.4505,1.3200,446958480,0.009881,1,1,0,8,0,0.6390,1.2876,3,interp0,1,1
7,0.4484,1.3276,446958480,0.009861,0,1,0,3,6,0.8979,1.2876,4,interp1,1,1
8,0.4734,1.2715,446958480,0.009841,0,10,0,0,0,0.0000,1.2876,1,used,1,1
9,0.4290,1.1107,446958480,0.009821,5,2,2,1,0,1.2206,1.2876,0,stab,1,1
10,0.4768,1.1480,446958480,0.009802,0,4,0,0,6,0.6730,1.2876,4,interp1,1,1
11,0.4672,1.1667,446958480,0.009782,1,0,9,0,0,0.3251,1.2876,2,topk,1,1
12,0.5179,1.1284,446958480,0.009763,0,9,0,1,0,0.3251,1.2876,1,used,1,1
13,0.5046,1.0937,446958480,0.009743,6,0,3,1,0,0.8979,1.2876,0,stab,1,1
14,0.5240,0.9133,446958480,0.009724,0,5,0,5,0,0.6931,1.2876,1,used,1,1
15,0.5396,1.0961,446958480,0.009704,0,0,10,0,0,0.0000,1.2876,2,topk,1,1
16,0.5508,0.8956,446958480,0.009685,0,0,0,2,8,0.5004,1.2876,4,interp1,1,1
17,0.5395,0.8938,446958480,0.009665,0,0,10,0,0,0.0000,1.2876,2,topk,1,1
18,0.5650,0.8900,446958480,0.009646,5,2,2,0,1,1.2206,1.2876,0,stab,1,1
19,0.5902,0.8980,446958480,0.009627,0,0,10,0,0,0.0000,1.2876,2,topk,1,1
20,0.5543,0.8407,446958480,0.009608,0,0,2,2,6,0.9503,1.2876,4,interp1,1,1
21,0.5743,0.8837,446958480,0.009588,0,0,8,2,0,0.5004,1.2876,2,topk,1,1
22,0.5534,0.8258,446958480,0.009569,0,0,0,0,10,0.0000,1.2876,4,interp1,1,1
23,0.6053,0.8472,446958480,0.009550,1,0,2,4,3,1.2799,1.2876,3,interp0,1,1
24,0.6167,0.7920,446958480,0.009531,0,0,0,0,10,0.0000,1.2876,4,interp1,1,1
25,0.6201,0.7734,446958480,0.009512,6,2,1,0,1,1.0889,1.2876,0,stab,1,1
26,0.6275,0.8342,446958480,0.009493,0,0,0,0,10,0.0000,1.2876,4,interp1,1,1
27,0.6284,0.6831,446958480,0.009474,0,0,0,10,0,0.0000,1.2876,3,interp0,1,1
28,0.6396,0.7403,446958480,0.009455,6,1,0,3,0,0.8979,1.2876,0,stab,1,1
29,0.6333,0.7352,446958480,0.009436,0,0,0,0,10,0.0000,1.2876,4,interp1,1,1
30,0.6355,0.7625,446958480,0.009417,0,0,0,10,0,0.0000,1.2876,3,interp0,1,1
31,0.6254,0.6903,446958480,0.009398,3,3,4,0,0,1.0889,1.2876,2,topk,1,1
32,0.6035,0.6578,446958480,0.009379,3,0,6,1,0,0.8979,1.2876,2,topk,1,1
33,0.5943,0.6628,446958480,0.009361,0,10,0,0,0,0.0000,1.2876,1,used,1,1
34,0.6681,0.7182,446958480,0.009342,4,4,2,0,0,1.0549,1.2876,0,stab,1,1
35,0.6650,0.6177,446958480,0.009323,0,0,0,0,10,0.0000,1.2876,4,interp1,1,1
36,0.6585,0.5918,446958480,0.009305,2,1,0,5,2,1.2206,1.2876,3,interp0,1,1
37,0.6742,0.5885,446958480,0.009286,1,4,5,0,0,0.9433,1.2876,2,topk,1,1
38,0.6771,0.5901,446958480,0.009267,0,9,0,1,0,0.3251,1.2876,1,used,1,1
39,0.6692,0.5720,446958480,0.009249,0,10,0,0,0,0.0000,1.2876,1,used,1,1
40,0.6939,0.5375,446958480,0.009230,5,2,3,0,0,1.0297,1.2876,0,stab,1,1
41,0.6891,0.5216,446958480,0.009212,0,1,0,0,9,0.3251,1.2876,4,interp1,1,1
42,0.7024,0.5488,446958480,0.009194,0,0,0,10,0,0.0000,1.2876,3,interp0,1,1
43,0.6963,0.5899,446958480,0.009175,1,8,1,0,0,0.6390,1.2876,1,used,1,1
44,0.6921,0.6068,446958480,0.009157,0,3,0,7,0,0.6109,1.2876,3,interp0,1,1
45,0.7113,0.5543,446958480,0.009138,0,0,10,0,0,0.0000,1.2876,2,topk,1,1
46,0.7010,0.5094,446958480,0.009120,3,2,1,1,3,1.5048,1.2876,0,stab,1,0
47,0.6974,0.5368,446958480,0.009102,5,2,0,3,0,1.0297,1.2876,0,stab,1,1
48,0.6949,0.5543,446958480,0.009084,0,0,10,0,0,0.0000,1.2876,2,topk,1,1
49,0.6998,0.4767,446958480,0.009066,2,1,1,0,6,1.0889,1.2876,4,interp1,1,1
50,0.7017,0.4747,446958480,0.009047,2,8,0,0,0,0.5004,1.2876,1,used,1,1
51,0.7292,0.4729,446958480,0.009029,2,0,8,0,0,0.5004,1.2876,2,topk,1,1
