round,test_accuracy,train_loss,uplink_bytes,learning_rate,usage_stab,usage_used,usage_topk,usage_interp0,usage_interp1,entropy,tau,top1_slot,top1_label,orth_active,mut_active
0,0.2216,1.8774,446958480,0.010000,0,2,2,3,3,1.3662,1.2876,3,interp0,1,0
1,0.2376,1.6658,446958480,0.009980,0,2,4,0,4,1.0549,1.2876,2,topk,1,1
2,0.3579,1.6460,446958480,0.009960,8,1,0,0,1,0.6390,1.2876,0,stab,1,1
3,0.3440,1.4679,446958480,0.009940,1,0,9,0,0,0.3251,1.2876,2,topk,1,1
4,0.4156,1.4444,446958480,0.009920,4,0,3,3,0,1.0889,1.2876,0,stab,1,1
5,0.4277,1.3648,446958480,0.009900,10,0,0,0,0,0.0000,1.2876,0,stab,1,1
6,0.4566,1.3142,446958480,0.009881,1,0,1,6,2,1.0889,1.2876,3,interp0,1,1
7,0.4693,1.3332,446958480,0.009861,3,0,2,5,0,1.0297,1.2876,3,interp0,1,1
8,0.4669,1.2213,446958480,0.009841,0,0,0,10,0,0.0000,1.2876,3,interp0,1,1
9,0.4278,1.1630,446958480,0.009821,0,0,0,10,0,0.0000,1.2876,3,interp0,1,1
10,0.4481,1.1331,446958480,0.009802,0,0,0,0,10,0.0000,1.2876,4,interp1,1,1
11,0.4636,1.1894,446958480,0.009782,6,1,3,0,0,0.8979,1.2876,0,stab,1,1
12,0.4961,1.1293,446958480,0.009763,0,0,0,10,0,0.0000,1.2876,3,interp0,1,1
13,0.5106,1.1319,446958480,0.009743,0,0,0,7,3,0.6109,1.2876,3,interp0,1,1
14,0.5208,0.9537,446958480,0.009724,0,0,3,1,6,0.8979,1.2876,4,interp1,1,1
15,0.5226,1.1117,446958480,0.009704,2,8,0,0,0,0.5004,1.2876,1,used,1,1
16,0.5491,0.9158,446958480,0.009685,0,0,5,3,2,1.0297,1.2876,2,topk,1,1
17,0.5216,0.9400,446958480,0.009665,0,0,10,0,0,0.0000,1.2876,2,topk,1,1
18,0.5600,0.8716,446958480,0.009646,1,0,0,0,9,0.3251,1.2876,4,interp1,1,1
19,0.5912,0.9029,446958480,0.009627,0,0,0,0,10,0.0000,1.2876,4,interp1,1,1
20,0.5607,0.8558,446958480,0.009608,0,0,0,10,0,0.0000,1.2876,3,interp0,1,1
21,0.5734,0.8423,446958480,0.009588,0,0,0,0,10,0.0000,1.2876,4,interp1,1,1
22,0.5409,0.8595,446958480,0.009569,5,0,5,0,0,0.6931,1.2876,0,stab,1,1
23,0.5874,0.8638,446958480,0.009550,4,0,5,1,0,0.9433,1.2876,2,topk,1,1
24,0.6065,0.7890,446958480,0.009531,0,0,0,0,10,0.0000,1.2876,4,interp1,1,1
25,0.6287,0.7992,446958480,0.009512,2,1,1,2,4,1.4708,1.2876,4,interp1,1,0
26,0.6105,0.8656,446958480,0.009493,1,0,1,0,8,0.6390,1.2876,4,interp1,1,1
27,0.6274,0.7000,446958480,0.009474,0,0,10,0,0,0.0000,1.2876,2,topk,1,1
28,0.6389,0.7592,446958480,0.009455,5,4,1,0,0,0.9433,1.2876,0,stab,1,1
29,0.6451,0.7187,446958480,0.009436,0,0,10,0,0,0.0000,1.2876,2,topk,1,1
30,0.6486,0.7485,446958480,0.009417,5,4,1,0,0,0.9433,1.2876,0,stab,1,1
31,0.6148,0.6995,446958480,0.009398,2,0,8,0,0,0.5004,1.2876,2,topk,1,1
32,0.6222,0.6532,446958480,0.009379,0,0,10,0,0,0.0000,1.2876,2,topk,1,1
33,0.6197,0.6506,446958480,0.009361,6,2,2,0,0,0.9503,1.2876,0,stab,1,1
34,0.6836,0.6900,446958480,0.009342,0,0,10,0,0,0.0000,1.2876,2,topk,1,1
35,0.6627,0.6142,446958480,0.009323,2,0,2,2,4,1.3322,1.2876,4,interp1,1,0
36,0.6708,0.6516,446958480,0.009305,0,0,9,0,1,0.3251,1.2876,2,topk,1,1
37,0.6836,0.6505,446958480,0.009286,0,0,0,10,0,0.0000,1.2876,3,interp0,1,1
38,0.6769,0.6006,446958480,0.009267,4,5,1,0,0,0.9433,1.2876,1,used,1,1
39,0.6861,0.5517,446958480,0.009249,0,9,1,0,0,0.3251,1.2876,1,used,1,1
40,0.7102,0.5416,446958480,0.009230,1,0,8,0,1,0.6390,1.2876,2,topk,1,1
41,0.6880,0.5019,446958480,0.009212,0,0,10,0,0,0.0000,1.2876,2,topk,1,1
42,0.7157,0.5317,446958480,0.009194,0,0,0,10,0,0.0000,1.2876,3,interp0,1,1
43,0.7017,0.5872,446958480,0.009175,6,1,3,0,0,0.8979,1.2876,0,stab,1,1
44,0.6838,0.5912,446958480,0.009157,0,0,0,10,0,0.0000,1.2876,3,interp0,1,1
45,0.7179,0.5124,446958480,0.009138,0,0,0,10,0,0.0000,1.2876,3,interp0,1,1
46,0.7129,0.5218,446958480,0.009120,6,3,1,0,0,0.8979,1.2876,0,stab,1,1
47,0.7122,0.5507,446958480,0.009102,1,2,0,7,0,0.8018,1.2876,3,interp0,1,1
48,0.7054,0.4880,446958480,0.009084,0,0,7,0,3,0.6109,1.2876,2,topk,1,1
49,0.7009,0.4942,446958480,0.009066,2,0,0,5,3,1.0297,1.2876,3,interp0,1,1
50,0.7030,0.5061,446958480,0.009047,9,0,0,0,1,0.3251,1.2876,0,stab,1,1
