round,test_accuracy,train_loss,uplink_bytes,learning_rate,usage_stab,usage_used,usage_topk,usage_interp0,usage_interp1,entropy,tau,top1_slot,top1_label,orth_active,mut_active
0,0.2702,2.1984,446958480,0.010000,2,0,3,1,4,1.2799,1.2876,4,interp1,1,1
1,0.3483,1.9059,446958480,0.009980,7,0,0,3,0,0.6109,1.2876,0,stab,1,1
2,0.3956,1.7356,446958480,0.009960,5,2,0,2,1,1.2206,1.2876,0,stab,1,1
3,0.4181,1.7016,446958480,0.009940,0,10,0,0,0,0.0000,1.2876,1,used,1,1
4,0.4340,1.5330,446958480,0.009920,0,0,0,10,0,0.0000,1.2876,3,interp0,1,1
5,0.4536,1.6029,446958480,0.009900,0,0,0,10,0,0.0000,1.2876,3,interp0,1,1
6,0.4631,1.5203,446958480,0.009881,0,0,0,10,0,0.0000,1.2876,3,interp0,1,1
7,0.4723,1.4550,446958480,0.009861,0,0,0,10,0,0.0000,1.2876,3,interp0,1,1
8,0.4756,1.4210,446958480,0.009841,7,2,1,0,0,0.8018,1.2876,0,stab,1,1
9,0.4894,1.4232,446958480,0.009821,0,0,10,0,0,0.0000,1.2876,2,topk,1,1
10,0.5251,1.3003,446958480,0.009802,0,0,0,5,5,0.6931,1.2876,3,interp0,1,1
11,0.5178,1.2727,446958480,0.009782,0,0,0,10,0,0.0000,1.2876,3,interp0,1,1
12,0.5380,1.1992,446958480,0.009763,0,0,0,10,0,0.0000,1.2876,3,interp0,1,1
13,0.5462,1.2477,446958480,0.009743,0,1,0,7,2,0.8018,1.2876,3,interp0,1,1
14,0.5634,1.1335,446958480,0.009724,0,0,10,0,0,0.0000,1.2876,2,topk,1,1
15,0.5786,1.1533,446958480,0.009704,6,0,3,0,1,0.8979,1.2876,0,stab,1,1
16,0.6008,1.0811,446958480,0.009685,0,8,0,2,0,0.5004,1.2876,1,used,1,1
17,0.5927,1.0520,446958480,0.009665,0,0,0,10,0,0.0000,1.2876,3,interp0,1,1
18,0.6075,0.9793,446958480,0.009646,0,0,0,10,0,0.0000,1.2876,3,interp0,1,1
19,0.6199,1.0936,446958480,0.009627,0,0,1,7,2,0.8018,1.2876,3,interp0,1,1
20,0.6229,0.9685,446958480,0.009608,0,0,0,0,10,0.0000,1.2876,4,interp1,1,1
21,0.6301,0.9422,446958480,0.009588,4,2,3,1,0,1.2799,1.2876,0,stab,1,1
