round,test_accuracy,train_loss,uplink_bytes,learning_rate,usage_stab,usage_used,usage_topk,usage_interp0,usage_interp1,entropy,tau,top1_slot,top1_label,orth_active,mut_active
0,0.1968,1.0451,446958480,0.010000,1,1,2,5,1,1.3592,1.2876,3,interp0,1,0
1,0.1185,1.6090,446958480,0.009980,6,1,3,0,0,0.8979,1.2876,0,stab,1,1
2,0.1054,1.1242,446958480,0.009960,1,7,0,1,1,0.9404,1.2876,1,used,1,1
3,0.1796,1.4735,446958480,0.009940,1,2,1,0,6,1.0889,1.2876,4,interp1,1,1
4,0.1897,1.1663,446958480,0.009920,0,5,1,4,0,0.9433,1.2876,1,used,1,1
5,0.1002,1.2175,446958480,0.009900,1,3,0,5,1,1.1683,1.2876,3,interp0,1,1
6,0.1863,1.1295,446958480,0.009881,10,0,0,0,0,0.0000,1.2876,0,stab,1,1
7,0.2167,1.1172,446958480,0.009861,0,1,0,2,7,0.8018,1.2876,4,interp1,1,1
8,0.2225,0.9422,446958480,0.009841,3,0,2,5,0,1.0297,1.2876,3,interp0,1,1
9,0.2079,0.8422,446958480,0.009821,2,6,2,0,0,0.9503,1.2876,1,used,1,1
10,0.2452,0.8548,446958480,0.009802,0,0,0,5,5,0.6931,1.2876,3,interp0,1,1
11,0.2082,1.1263,446958480,0.009782,0,4,3,3,0,1.0889,1.2876,1,used,1,1
12,0.1847,0.7302,446958480,0.009763,0,2,0,7,1,0.8018,1.2876,3,interp0,1,1
13,0.2383,0.8553,446958480,0.009743,1,2,4,0,3,1.2799,1.2876,2,topk,1,1
14,0.2010,1.0875,446958480,0.009724,9,0,0,1,0,0.3251,1.2876,0,stab,1,1
15,0.2179,0.9874,446958480,0.009704,1,3,0,0,6,0.8979,1.2876,4,interp1,1,1
16,0.2334,0.8221,446958480,0.009685,0,0,1,8,1,0.6390,1.2876,3,interp0,1,1
17,0.2957,1.0768,446958480,0.009665,5,1,4,0,0,0.9433,1.2876,0,stab,1,1
18,0.2414,1.2240,446958480,0.009646,0,2,0,8,0,0.5004,1.2876,3,interp0,1,1
19,0.2854,0.9402,446958480,0.009627,0,8,0,2,0,0.5004,1.2876,1,used,1,1
20,0.2989,0.7649,446958480,0.009608,5,0,4,1,0,0.9433,1.2876,0,stab,1,1
21,0.3394,0.8065,446958480,0.009588,1,5,1,2,1,1.3592,1.2876,1,used,1,0
22,0.1815,0.8043,446958480,0.009569,0,0,5,3,2,1.0297,1.2876,2,topk,1,1
23,0.2664,0.6043,446958480,0.009550,0,7,0,1,2,0.8018,1.2876,1,used,1,1
24,0.2050,0.8921,446958480,0.009531,6,3,0,1,0,0.8979,1.2876,0,stab,1,1
25,0.3629,0.7479,446958480,0.009512,2,1,1,5,1,1.3592,1.2876,3,interp0,1,0
26,0.2767,0.8709,446958480,0.009493,0,3,0,6,1,0.8979,1.2876,3,interp0,1,1
27,0.3037,1.0171,446958480,0.009474,1,3,5,0,1,1.1683,1.2876,2,topk,1,1
28,0.3199,1.0521,446958480,0.009455,1,8,1,0,0,0.6390,1.2876,1,used,1,1
29,0.3351,0.7302,446958480,0.009436,5,4,1,0,0,0.9433,1.2876,0,stab,1,1
