round,test_accuracy,train_loss,uplink_bytes,learning_rate,usage_stab,usage_used,usage_topk,usage_interp0,usage_interp1,entropy,tau,top1_slot,top1_label,orth_active,mut_active
0,0.2153,1.8653,446958480,0.010000,0,2,3,4,1,1.2799,1.2876,3,interp0,1,1
1,0.2470,1.6677,446958480,0.009980,1,0,2,2,5,1.2206,1.2876,4,interp1,1,1
2,0.3186,1.7523,446958480,0.009960,0,3,0,7,0,0.6109,1.2876,3,interp0,1,1
3,0.3138,1.5325,446958480,0.009940,0,6,0,3,1,0.8979,1.2876,1,used,1,1
4,0.4008,1.4895,446958480,0.009920,4,1,0,5,0,0.9433,1.2876,3,interp0,1,1
5,0.3983,1.4401,446958480,0.009900,0,0,2,6,2,0.9503,1.2876,3,interp0,1,1
6,0.4478,1.3564,446958480,0.009881,0,4,0,6,0,0.6730,1.2876,3,interp0,1,1
7,0.4282,1.2810,446958480,0.009861,4,4,2,0,0,1.0549,1.2876,0,stab,1,1
8,0.4649,1.2641,446958480,0.009841,5,4,0,1,0,0.9433,1.2876,0,stab,1,1
9,0.4268,1.1401,446958480,0.009821,10,0,0,0,0,0.0000,1.2876,0,stab,1,1
10,0.4478,1.1436,446958480,0.009802,1,0,1,7,1,0.9404,1.2876,3,interp0,1,1
11,0.4492,1.1995,446958480,0.009782,0,0,0,7,3,0.6109,1.2876,3,interp0,1,1
12,0.4989,1.1165,446958480,0.009763,2,0,8,0,0,0.5004,1.2876,2,topk,1,1
13,0.5104,1.1268,446958480,0.009743,0,10,0,0,0,0.0000,1.2876,1,used,1,1
14,0.5230,0.9504,446958480,0.009724,3,4,3,0,0,1.0889,1.2876,1,used,1,1
15,0.5394,1.0759,446958480,0.009704,2,8,0,0,0,0.5004,1.2876,1,used,1,1
16,0.5581,0.9037,446958480,0.009685,0,0,0,10,0,0.0000,1.2876,3,interp0,1,1
17,0.5327,0.9120,446958480,0.009665,0,0,0,10,0,0.0000,1.2876,3,interp0,1,1
18,0.5583,0.8749,446958480,0.009646,3,0,1,1,5,1.1683,1.2876,4,interp1,1,1
19,0.5837,0.9232,446958480,0.009627,0,0,0,0,10,0.0000,1.2876,4,interp1,1,1
20,0.5563,0.8703,446958480,0.009608,1,0,0,8,1,0.6390,1.2876,3,interp0,1,1
21,0.5877,0.8466,446958480,0.009588,0,0,10,0,0,0.0000,1.2876,2,topk,1,1
22,0.5483,0.8709,446958480,0.009569,4,2,4,0,0,1.0549,1.2876,0,stab,1,1
23,0.6018,0.8856,446958480,0.009550,0,0,0,0,10,0.0000,1.2876,4,interp1,1,1
24,0.6134,0.7525,446958480,0.009531,7,2,1,0,0,0.8018,1.2876,0,stab,1,1
25,0.6107,0.8954,446958480,0.009512,0,0,0,0,10,0.0000,1.2876,4,interp1,1,1
26,0.6190,0.8268,446958480,0.009493,5,3,2,0,0,1.0297,1.2876,0,stab,1,1
27,0.6234,0.7505,446958480,0.009474,0,0,0,10,0,0.0000,1.2876,3,interp0,1,1
28,0.6369,0.7921,446958480,0.009455,8,2,0,0,0,0.5004,1.2876,0,stab,1,1
29,0.6368,0.7192,446958480,0.009436,5,4,0,0,1,0.9433,1.2876,0,stab,1,1
30,0.6455,0.7889,446958480,0.009417,0,0,9,1,0,0.3251,1.2876,2,topk,1,1
31,0.6172,0.7000,446958480,0.009398,10,0,0,0,0,0.0000,1.2876,0,stab,1,1
32,0.6295,0.6743,446958480,0.009379,0,0,0,0,10,0.0000,1.2876,4,interp1,1,1
33,0.6123,0.6515,446958480,0.009361,0,0,0,0,10,0.0000,1.2876,4,interp1,1,1
